43,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#19.064#19.53
44,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#19.53#19.996
45,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#19.996#20.462
46,меньшей,меньший,ADJ,_,Case=Loc|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#20.462#20.928
47,степени,степень,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#20.928#21.394
48,чем,что,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#21.394#21.86
49,все,весь,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#21.86#22.326
50,да,да,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#22.326#22.792
51,Мандельштам,Мандельштам,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#22.792#23.258
52,разумеется,разуметься,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#23.258#23.724
53,э,э,INTJ,_,,_,_,_,@iab1940m-words#@iab1940m#23.724#24.19
54,попы...,попы...,X,_,,_,_,_,@iab1940m-words#@iab1940m#24.19#24.656
55,попытался,попытаться,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#24.656#25.122
56,увидеть,увидеть,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#25.122#25.588
57,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#25.588#26.054
58,этом,это,PRON,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#26.054#26.52
59,то,то,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#26.52#26.986
60,что,что,PRON,_,Case=Nom,_,_,_,@iab1940m-words#@iab1940m#26.986#27.452
61,пытались,пытаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#27.452#27.918
62,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#27.918#28.384
63,этом,это,DET,_,Case=Loc|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#28.384#28.85
64,увидеть,увидеть,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#28.85#29.316
65,все,весь,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#29.316#29.8
66,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#29.8#30.14
67,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#30.14#30.48
68,вот,вот,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#30.48#30.82
69,это,это,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#30.82#31.16
70,эти,этот,DET,_,Case=Nom|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#31.16#31.5
71,замечательные,замечательный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#31.5#31.84
72,его,его,DET,_,_,_,_,_,@iab1940m-words#@iab1940m#31.84#32.18
73,строчки,строчка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#32.18#32.52
74,ну,ну,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#32.52#32.86
75,что,что,PRON,_,Case=Acc,_,_,_,@iab1940m-words#@iab1940m#32.86#33.2
76,ж,же,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#33.2#33.54
77,попробуем,попробовать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#33.54#33.88
78,огромный,огромный,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#33.88#34.22
79,неуклюжий,неуклюжий,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#34.22#34.56
80,скрипучий,скрипучий,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#34.56#34.9
81,поворот,поворот,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#34.9#35.24
82,руля,руль,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#35.24#35.58
83,ну,ну,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#35.58#35.92
84,вот,вот,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#35.92#36.26
85,э,э,INTJ,_,_,_,_,_,@iab1940m-words#@iab1940m#36.26#36.6
86,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#36.6#36.94
87,именно,именно,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#36.94#37.28
88,по,по,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#37.28#37.62
89,крайней,крайний,ADJ,_,Case=Dat|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#37.62#37.96
90,мере,мера,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#37.96#38.3
91,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#38.3#38.64
92,не,не,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#38.64#38.98
93,высказался,высказаться,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#38.98#39.32
94,более,более,ADV,_,Degree=Cmp,_,_,_,@iab1940m-words#@iab1940m#39.32#39.66
95,с,с,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#39.66#40.0
96,большим,больший,ADJ,_,Case=Ins|Degree=Cmp|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#40.0#40.34
97,энтузиазмом,энтузиазм,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#40.34#40.68
98,по,по,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#40.68#41.02
99,этому,этот,DET,_,Case=Dat|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#41.02#41.36
100,поводу,повод,NOUN,_,Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#41.36#41.7
101,когда,когда,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#41.7#42.064
102,насту...,насту,X,_,_,_,_,_,@iab1940m-words#@iab1940m#42.064#42.428
103,когда,когда,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#42.428#42.792
104,наступило,наступить,VERB,_,Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#42.792#43.156
105,советское,советский,ADJ,_,Case=Nom|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#43.156#43.52
106,время,время,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#43.52#43.884
107,когда,когда,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#43.884#44.248
108,значит,значит,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#44.248#44.612
109,все,весь,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#44.612#44.976
110,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#44.976#45.34
111,стабилизировалось,стабилизироваться,VERB,_,Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#45.34#45.704
112,и,и,CCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#45.704#46.068
113,так,так,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#46.068#46.432
114,далее,далее,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#46.432#46.796
115,так,так,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#46.796#47.16
116,далее,далее,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#47.16#47.524
117,после,после,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#47.524#47.888
118,гражданской,гражданский,ADJ,_,Case=Gen|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#47.888#48.252
119,войны,война,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#48.252#48.616
120,там,там,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#48.616#48.98
121,э,э,INTJ,_,_,_,_,_,@iab1940m-words#@iab1940m#48.98#49.344
122,девятнадцатый,девятнадцатый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#49.344#49.708
123,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#49.708#50.072
124,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#50.072#50.436
125,девятнадцатого,девятнадцатый,ADJ,_,Case=Gen|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#50.436#50.8
126,двадцатого,двадцатый,ADJ,_,Case=Gen|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#50.8#51.164
127,года,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#51.164#51.528
128,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#51.528#51.892
129,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#51.892#52.256
130,двадцать,двадцать,NUM,_,Case=Nom,_,_,_,@iab1940m-words#@iab1940m#52.256#52.62
131,третий,третий,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#52.62#52.984
132,двадцать,двадцать,NUM,_,Case=Nom,_,_,_,@iab1940m-words#@iab1940m#52.984#53.348
133,четвертый,четвертый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#53.348#53.712
134,двадцать,двадцать,NUM,_,Case=Nom,_,_,_,@iab1940m-words#@iab1940m#53.712#54.076
135,пятый,пятый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#54.076#54.44
136,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#54.44#54.804
137,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#54.804#55.168
138,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#55.168#55.532
139,пытался,пытаться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#55.532#55.896
140,каким-то,какой-то,DET,_,Case=Ins|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#55.896#56.26
141,образом,образ,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#56.26#56.624
142,к,к,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#56.624#56.988
143,этой,этот,DET,_,Case=Dat|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#56.988#57.352
144,ситуации,ситуация,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#57.352#57.716
145,прижиться,прижиться,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#57.716#58.08
146,приспособиться,приспособиться,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#58.08#58.444
147,да,да,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#58.444#58.808
148,но,но,CCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#58.808#59.172
149,опять-таки,опять-таки,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#59.172#59.536
150,возни...,возни...,X,_,_,_,_,_,@iab1940m-words#@iab1940m#59.536#59.9
151,возникает,возникать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#59.9#60.264
152,несовпадение,несовпадение,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#60.264#60.628
153,языковых,языковой,ADJ,_,Case=Gen|Degree=Pos|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#60.628#60.992
154,по,по,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#60.992#61.356
155,крайней,крайний,ADJ,_,Case=Dat|Gender=Fem|Number=Sing,,,,
156,мере,мера,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#61.356#61.72
157,планов,план,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#61.72#62.084
158,не,не,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#62.084#62.448
159,говоря,говорить,VERB,_,Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#62.448#62.812
160,о,о,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#62.812#63.176
161,том,то,PRON,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#63.176#63.54
162,что,что,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#63.54#63.904
163,культурных,культурный,ADJ,_,Case=Gen|Degree=Pos|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#63.904#64.268
164,планов,план,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#64.268#64.632
165,да,да,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#64.632#65.0
166,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#65.0#65.269
167,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#65.269#65.538
168,что,что,SCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#65.538#65.807
169,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#65.807#66.076
170,ни,ни,PART,_,_,_,_,_,@iab1940m-words#@iab1940m#66.076#66.345
171,делал,делать,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#66.345#66.614
172,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#66.614#66.883
173,пытался,пытаться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@iab1940m-words#@iab1940m#66.883#67.152
174,писать,писать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#67.152#67.421
175,и,и,CCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#67.421#67.69
176,рецензии,рецензия,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,@iab1940m-words#@iab1940m#67.69#67.959
177,которые,который,PRON,_,Case=Acc,_,_,_,@iab1940m-words#@iab1940m#67.959#68.228
178,значит,значить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#68.228#68.497
179,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#68.497#68.766
180,общем,общий,ADJ,_,Case=Loc|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#68.766#69.035
181,требовало,требовать,VERB,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#69.035#69.304
182,время,время,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#69.304#69.573
183,и,и,CCONJ,_,_,_,_,_,@iab1940m-words#@iab1940m#69.573#69.842
184,так,так,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#69.842#70.111
185,далее,далее,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#70.111#70.38
186,так,так,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#70.38#70.649
187,далее,далее,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#70.649#70.918
188,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#70.918#71.187
189,духе,дух,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#71.187#71.456
190,служения,служение,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#71.456#71.725
191,обществу,общество,NOUN,_,Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#71.725#72.0
192,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#72.0#72.311
193,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#72.311#72.622
194,Мандельштам,Мандельштам,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#72.622#72.933
195,в,в,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#72.933#73.244
196,известной,известный,ADJ,_,Case=Loc|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#73.244#73.555
197,степени,степень,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#73.555#73.866
198,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#73.866#74.177
199,довольно,довольно,ADV,_,Degree=Pos,_,_,_,@iab1940m-words#@iab1940m#74.177#74.488
200,интересно,интересный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,@iab1940m-words#@iab1940m#74.488#74.8
201,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#76.0#76.354
202,смотрел,смотреть,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#76.354#76.708
203,на,на,ADP,_,_,_,_,_,@iab1940m-words#@iab1940m#76.708#77.062
204,себя,себя,PRON,_,Case=Acc,_,_,_,@iab1940m-words#@iab1940m#77.062#77.416
205,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#77.416#77.77
206,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#77.77#78.124
207,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@iab1940m-words#@iab1940m#78.124#78.478
208,что,что,PRON,_,Case=Nom,_,_,_,@iab1940m-words#@iab1940m#78.478#78.832
209,ему,он,PRON,_,Case=Dat|Gender=Masc|Number=Sing|Person=3,_,_,_,@iab1940m-words#@iab1940m#78.832#79.186
210,помогало,помогать,VERB,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@iab1940m-words#@iab1940m#79.186#79.54
